,Fecha,Humedad,Averias,EnergiaSolar,EnergiaEolica,LuzHabitacion1,LuzHabitacion2,LuzSalon,LuzCocina,LuzBaño1,LuzBaño2,LuzDespacho,LuzExterior,ConsumoAguaDucha1,ConsumoAguaDucha2,ConsumoAguaWC1,ConsumoAguaWC2,ConsumoAguaLavabo1,ConsumoAguaLavabo2,ConsumoAguaLavadora,ConsumoAguaLavavajillas,ConsumoAguaFregadero,ConsumoAguaExterior,ConsumoAguaBaño1,ConsumoAguaBaño2,ConsumoAguaCocina,GastoAguaTotal,ConsumoVitroceramica,ConsumoFrigorifico,ConsumoLavadora,ConsumoHorno,ConsumoTelevision,ConsumoMicroondas,ConsumoLavavajillas,GastoLuzTotal,Amanecer,Atardecer,DuracionDia,Precipitaciones,TemperaturaMax,TemperaturaMin,Viento,PresionMax,PresionMin,TempHabitacion1,TempHabitacion2,TempSalon,TempCocina,TempBaño1,TempBaño2,TempDespacho,VentanaHabitacion1,VentanaHabitacion2,VentanaSalon,VentanaCocina,VentanaBaño1,VentanaBaño2,VentanaDespacho,PersianaHabitacion1,PersianaHabitacion2,PersianaSalon,PersianaCocina,PersianaBaño1,PersianaBaño2,PersianaDespacho
4394,2015-07-03 02:00:00,36,0,0.3,0.0,0.29,0.17,0.28,0.38,0.09,0.06,0.22,0.03,106,87,127,69,53,26,42,18.0,111,12,286,182,171.0,639.0,0.5,20.5,0.02,0.66,0.802,1.3,0.41,25.712,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,1,25,27,29,0,0,14,0,1,0,1,1,0,1,1,1,0,1,1,0,0
4395,2015-07-03 03:00:00,38,0,0.39,0.0,0.23,0.21,0.3,0.61,0.07,0.07,0.27,0.03,181,70,137,57,91,41,62,14.0,39,0,409,168,115.0,692.0,1.2,19.2,0.08,0.0,1.309,1.9,0.056,25.534999999999997,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,24,13,37,16,0,0,20,1,0,1,0,1,0,0,1,1,0,0,1,0,1
4396,2015-07-03 04:00:00,35,0,0.61,0.0,0.31,0.16,0.3,0.58,0.06,0.06,0.18,0.03,151,67,130,65,80,25,50,10.0,35,12,361,157,95.0,613.0,2.0,21.9,0.89,0.52,0.337,1.3,0.398,29.025,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,11,22,8,34,0,0,8,0,0,0,0,1,1,1,1,1,1,0,0,1,1
4397,2015-07-03 05:00:00,35,0,0.61,0.0,0.26,0.14,0.18,0.46,0.07,0.07,0.28,0.02,154,55,137,68,93,39,50,6.5,83,24,384,162,139.5,685.5,2.0,19.4,0.36,0.32,0.866,0.1,0.139,24.665,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,11,21,38,24,0,0,33,1,0,0,0,0,0,1,0,0,1,1,0,1,1
4398,2015-07-03 06:00:00,38,0,0.35,0.0,0.28,0.2,0.27,0.57,0.07,0.06,0.21,0.02,178,90,122,64,118,46,50,0.0,24,0,418,200,74.0,692.0,0.0,21.6,0.83,0.43,0.069,0.5,0.354,25.462999999999997,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,38,16,35,18,0,0,24,0,0,1,0,0,0,0,0,1,1,1,1,1,0
4399,2015-07-03 07:00:00,37,0,0.53,0.0,0.32,0.22,0.25,0.6,0.07,0.06,0.28,0.03,166,79,114,66,94,41,0,14.0,6,0,374,186,20.0,580.0,4.3,18.7,0.88,0.45,0.163,0.4,0.089,26.811999999999994,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,12,7,20,36,0,0,28,1,0,1,0,0,0,1,0,0,0,1,0,0,0
4400,2015-07-03 08:00:00,35,0,0.6,0.0,0.25,0.24,0.27,0.57,0.09,0.06,0.21,0.03,118,55,113,65,56,30,42,6.5,1,24,287,150,49.5,486.5,0.2,19.7,0.37,0.43,0.456,1.9,0.16,24.936,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,0,35,22,8,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0
4401,2015-07-03 09:00:00,38,0,0.33,0.0,0.27,0.23,0.18,0.38,0.09,0.08,0.23,0.02,190,75,134,69,69,37,62,0.0,68,0,393,181,130.0,704.0,3.4,21.2,0.52,0.53,0.732,0.6,0.32,28.782,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,6,34,16,16,0,0,39,1,1,1,1,0,1,0,1,1,1,0,1,1,0
4402,2015-07-03 10:00:00,37,2,0.44,0.0,0.32,0.14,0.27,0.58,0.07,0.06,0.24,0.02,195,69,127,69,48,53,0,6.5,89,0,370,191,95.5,656.5,0.3,18.9,0.48,0.4,1.547,1.4,0.379,25.105999999999998,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,34,12,13,14,0,0,21,1,1,0,1,1,0,0,1,1,1,0,1,0,1
4403,2015-07-03 11:00:00,37,0,0.44,0.0,0.24,0.19,0.22,0.58,0.09,0.06,0.2,0.03,150,79,126,69,108,45,0,18.0,90,24,384,193,108.0,685.0,0.9,19.5,0.57,0.35,0.948,1.7,0.1,25.678000000000004,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,8,38,38,15,0,0,31,0,0,0,0,0,1,1,1,0,0,1,1,0,1
4404,2015-07-03 12:00:00,37,0,0.51,0.0,0.26,0.21,0.19,0.49,0.07,0.08,0.27,0.03,128,96,120,69,49,26,62,18.0,41,12,297,191,121.0,609.0,4.5,20.3,0.39,0.7,0.568,0.1,0.319,28.477,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,37,10,18,0,0,0,4,0,1,0,1,1,1,1,1,1,1,0,0,0,0
4405,2015-07-03 13:00:00,36,1,0.51,0.0,0.23,0.15,0.2,0.38,0.09,0.09,0.23,0.02,153,97,138,65,110,33,0,14.0,33,24,401,195,47.0,643.0,4.1,20.6,0.61,0.16,0.617,1.7,0.148,29.325000000000003,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,20,8,24,17,0,0,31,1,0,0,1,0,1,1,1,1,1,0,1,1,1
4406,2015-07-03 14:00:00,38,0,0.51,0.0,0.32,0.18,0.26,0.56,0.08,0.09,0.3,0.02,113,99,136,67,48,42,50,0.0,91,12,297,208,141.0,646.0,1.8,20.6,0.54,0.36,0.871,0.9,0.3,27.180999999999997,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,0,5,16,31,0,0,28,1,0,0,1,1,0,0,0,1,0,1,1,1,1
4407,2015-07-03 15:00:00,37,0,0.45,0.0,0.31,0.18,0.19,0.62,0.07,0.06,0.27,0.03,194,94,130,69,56,56,50,10.0,10,12,380,219,70.0,669.0,2.6,19.1,0.98,0.27,0.629,0.3,0.393,26.002000000000002,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,2,18,6,22,0,0,14,1,0,1,1,1,1,1,0,1,0,1,1,1,1
4408,2015-07-03 16:00:00,37,1,0.41,0.0,0.32,0.19,0.3,0.37,0.07,0.08,0.2,0.03,110,73,138,69,80,31,42,10.0,94,24,328,173,146.0,647.0,1.7,20.6,0.82,0.48,1.518,0.3,0.415,27.393000000000004,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,21,34,34,24,0,0,28,0,0,1,1,0,1,1,0,0,1,0,1,1,1
4409,2015-07-03 17:00:00,37,0,0.35,0.0,0.27,0.22,0.25,0.37,0.08,0.06,0.21,0.03,174,58,135,67,108,41,62,14.0,12,0,417,166,88.0,671.0,3.2,19.9,0.88,0.42,0.238,0.7,0.421,27.249,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,17,2,17,8,0,0,34,1,1,1,1,1,0,1,1,0,1,0,0,0,0
4410,2015-07-03 18:00:00,35,0,0.6,0.0,0.25,0.21,0.28,0.41,0.07,0.08,0.25,0.03,117,80,129,64,98,41,62,6.5,62,0,344,185,130.5,659.5,1.3,21.7,0.14,0.22,1.099,0.7,0.185,26.923999999999996,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,34,4,28,32,0,0,24,1,0,0,1,1,1,0,0,0,0,0,1,1,0
4411,2015-07-03 19:00:00,35,0,0.32,0.0,0.28,0.22,0.23,0.55,0.07,0.08,0.21,0.02,102,51,114,59,94,45,62,10.0,83,24,310,155,155.0,620.0,0.1,21.8,0.61,0.41,1.102,0.6,0.374,26.656000000000002,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,12,30,33,33,0,0,23,0,1,1,0,1,1,0,1,0,0,0,1,1,0
4412,2015-07-03 20:00:00,38,0,0.39,0.0,0.24,0.18,0.22,0.49,0.07,0.07,0.22,0.02,174,62,130,58,52,49,50,14.0,29,0,356,169,93.0,618.0,4.0,21.6,0.02,0.06,1.47,0.2,0.374,29.233999999999995,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,19,31,3,24,0,0,39,0,1,0,1,0,0,1,0,0,1,0,0,1,0
4413,2015-07-03 21:00:00,37,0,0.48,0.0,0.21,0.14,0.22,0.46,0.08,0.06,0.26,0.03,186,58,114,56,108,40,50,6.5,37,12,408,154,93.5,655.5,1.6,20.8,0.96,0.61,0.484,2.0,0.029,27.943,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,20,23,28,15,0,0,35,1,1,1,0,1,1,1,0,1,0,1,0,1,0
4414,2015-07-03 22:00:00,36,0,0.37,0.0,0.29,0.22,0.21,0.45,0.09,0.07,0.24,0.02,140,50,131,61,101,44,42,0.0,92,12,372,155,134.0,661.0,4.2,20.6,0.56,0.77,0.887,1.4,0.38,30.386999999999997,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,37,15,37,23,0,0,7,0,1,0,1,0,0,0,1,1,1,1,1,0,0
4415,2015-07-03 23:00:00,36,0,0.3,0.0,0.21,0.18,0.28,0.37,0.08,0.06,0.25,0.03,158,84,116,59,59,53,62,14.0,82,0,333,196,158.0,687.0,1.3,18.8,0.51,0.16,1.235,2.0,0.341,25.806000000000004,06:50:00,21:47:00,14:57:00,0.0,34.2,23.5,9.0,938.7,935.1,22,10,25,0,0,0,37,1,0,0,0,0,1,1,0,1,0,0,1,1,0
4416,2015-07-04 00:00:00,37,2,0.46,0.0,0.27,0.2,0.26,0.51,0.08,0.07,0.2,0.03,195,95,133,59,53,25,0,18.0,97,24,381,179,115.0,675.0,1.5,21.7,0.39,0.14,0.802,1.3,0.129,27.581000000000003,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,19,14,8,39,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0
4417,2015-07-04 01:00:00,36,0,0.39,0.0,0.32,0.19,0.29,0.62,0.09,0.06,0.28,0.03,185,93,112,57,84,43,42,6.5,37,12,381,193,85.5,659.5,4.3,19.5,0.65,0.34,1.493,0.4,0.458,29.020999999999994,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,9,1,2,8,0,0,39,1,1,1,0,0,0,1,0,1,1,0,0,0,1
4418,2015-07-04 02:00:00,36,1,0.61,0.0,0.31,0.24,0.23,0.39,0.07,0.06,0.24,0.03,192,77,133,61,49,29,42,14.0,9,12,374,167,65.0,606.0,0.3,19.2,0.66,0.41,0.917,1.4,0.227,24.684,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,9,25,34,20,0,0,12,1,1,0,1,0,1,1,0,1,0,1,0,1,1
4419,2015-07-04 03:00:00,37,1,0.48,0.0,0.31,0.14,0.2,0.59,0.07,0.06,0.23,0.03,131,91,134,64,75,57,0,6.5,45,24,340,212,51.5,603.5,3.5,19.0,0.36,0.25,1.025,0.9,0.105,26.769999999999996,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,33,29,28,16,0,0,5,0,0,0,1,1,1,0,1,0,1,1,0,1,1
4420,2015-07-04 04:00:00,36,1,0.37,0.0,0.23,0.23,0.29,0.62,0.07,0.07,0.27,0.02,150,92,112,58,75,35,50,14.0,68,0,337,185,132.0,654.0,4.5,21.1,0.8,0.67,0.136,1.4,0.027,30.433000000000003,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,36,18,0,16,0,0,22,1,0,1,1,1,1,1,1,1,1,0,1,1,0
4421,2015-07-04 05:00:00,36,0,0.51,0.0,0.25,0.23,0.21,0.61,0.09,0.09,0.27,0.02,138,89,128,62,66,40,50,10.0,46,12,332,191,106.0,629.0,3.8,18.7,0.79,0.54,1.49,0.7,0.224,28.013999999999996,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,17,21,13,35,0,0,21,0,0,1,0,0,1,1,0,1,1,0,0,0,1
4422,2015-07-04 06:00:00,35,0,0.42,0.0,0.32,0.2,0.3,0.51,0.06,0.07,0.25,0.03,157,94,112,69,82,47,62,0.0,72,0,351,210,134.0,695.0,3.3,18.1,0.43,0.33,1.526,1.9,0.255,27.580999999999996,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,7,36,19,18,0,0,29,1,0,0,1,0,1,0,0,0,1,1,1,1,1
4423,2015-07-04 07:00:00,36,0,0.38,0.0,0.26,0.16,0.18,0.55,0.08,0.08,0.2,0.03,192,94,138,65,80,27,62,6.5,79,0,410,186,147.5,743.5,0.9,20.6,0.69,0.29,0.311,1.3,0.451,26.082000000000004,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,2,9,38,38,0,0,32,0,0,1,0,0,0,1,1,0,0,1,1,0,0
4424,2015-07-04 08:00:00,37,0,0.35,0.0,0.22,0.2,0.24,0.53,0.08,0.06,0.24,0.03,160,82,125,67,94,53,50,0.0,85,24,379,202,135.0,716.0,1.1,19.6,0.72,0.08,0.61,0.8,0.349,24.858999999999998,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,26,15,13,9,0,0,39,0,1,0,1,0,0,1,0,0,1,1,0,1,0
4425,2015-07-04 09:00:00,35,0,0.44,0.0,0.21,0.23,0.3,0.56,0.09,0.06,0.25,0.02,163,96,118,65,79,41,42,18.0,38,0,360,202,98.0,660.0,1.6,19.7,0.98,0.38,0.266,0.2,0.143,24.989,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,18,25,2,21,0,0,18,0,0,0,0,1,1,1,1,1,0,1,1,0,0
4426,2015-07-04 10:00:00,38,0,0.49,0.0,0.23,0.18,0.21,0.58,0.09,0.06,0.19,0.02,144,96,126,56,51,50,42,14.0,23,24,321,202,79.0,602.0,4.5,21.2,0.21,0.74,0.846,1.0,0.242,30.298,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,16,15,17,4,0,0,32,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4427,2015-07-04 11:00:00,38,0,0.44,0.0,0.3,0.19,0.2,0.41,0.07,0.09,0.2,0.03,191,53,113,56,97,53,50,14.0,66,12,401,162,130.0,693.0,1.0,19.7,0.31,0.6,1.061,1.9,0.395,26.455999999999996,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,35,18,39,39,0,0,18,1,0,1,1,0,0,0,0,1,1,0,0,0,0
4428,2015-07-04 12:00:00,35,1,0.48,0.0,0.19,0.21,0.24,0.61,0.06,0.06,0.2,0.02,148,96,131,61,60,45,62,10.0,8,24,339,202,80.0,621.0,1.4,21.5,0.2,0.68,1.244,2.3,0.386,29.3,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,18,2,36,7,0,0,5,1,1,0,0,1,1,1,1,1,1,1,0,0,0
4429,2015-07-04 13:00:00,36,0,0.41,0.0,0.25,0.2,0.23,0.45,0.07,0.06,0.26,0.03,124,86,118,69,117,57,0,0.0,60,24,359,212,60.0,631.0,1.6,18.4,0.31,0.78,0.407,1.9,0.009,24.955999999999996,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,12,25,26,28,0,0,13,1,1,0,0,0,0,1,0,0,0,0,0,1,0
4430,2015-07-04 14:00:00,37,0,0.4,0.0,0.24,0.24,0.18,0.46,0.06,0.08,0.23,0.02,139,74,131,61,99,26,62,0.0,116,12,369,161,178.0,708.0,3.6,19.8,0.17,0.6,1.552,1.1,0.294,28.626000000000005,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,32,33,18,39,0,0,38,0,0,1,0,0,1,1,1,0,1,0,1,1,1
4431,2015-07-04 15:00:00,35,0,0.53,0.0,0.23,0.22,0.26,0.51,0.08,0.08,0.2,0.02,149,82,131,61,88,38,42,6.5,16,24,368,181,64.5,613.5,0.6,19.7,0.82,0.71,0.1,1.5,0.26,25.290000000000003,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,34,25,10,36,0,0,10,0,1,1,1,0,1,0,0,1,1,0,1,1,1
4432,2015-07-04 16:00:00,37,0,0.47,0.0,0.28,0.18,0.19,0.53,0.09,0.09,0.2,0.03,175,58,116,58,81,59,50,18.0,28,24,372,175,96.0,643.0,0.9,18.9,0.56,0.36,1.453,1.1,0.055,24.918,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,13,14,35,24,0,0,7,0,1,1,1,1,0,1,0,0,1,1,1,0,1
4433,2015-07-04 17:00:00,36,0,0.37,0.0,0.24,0.2,0.18,0.5,0.06,0.09,0.24,0.02,105,82,120,64,77,52,62,18.0,19,0,302,198,99.0,599.0,3.4,20.6,0.66,0.02,1.132,0.3,0.073,27.715000000000003,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,16,10,36,11,0,0,22,0,0,1,1,0,0,1,1,0,0,1,0,1,0
4434,2015-07-04 18:00:00,35,2,0.52,0.0,0.3,0.18,0.2,0.57,0.08,0.07,0.22,0.03,125,99,115,67,57,43,62,6.5,19,24,297,209,87.5,593.5,1.6,20.7,0.84,0.69,0.366,1.3,0.036,27.182000000000002,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,35,12,1,9,0,0,28,0,1,0,1,1,1,1,1,0,0,1,1,1,1
4435,2015-07-04 19:00:00,36,1,0.59,0.0,0.28,0.14,0.28,0.54,0.06,0.08,0.24,0.02,196,62,137,66,83,44,42,0.0,40,12,416,172,82.0,670.0,0.6,18.5,0.07,0.38,0.768,1.8,0.286,24.044000000000004,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,39,28,25,34,0,0,32,0,1,0,0,0,1,0,1,1,1,1,1,0,1
4436,2015-07-04 20:00:00,36,0,0.57,0.0,0.21,0.22,0.22,0.4,0.08,0.06,0.21,0.03,130,52,139,60,79,56,0,18.0,11,0,348,168,29.0,545.0,1.7,21.5,0.38,0.3,0.474,0.4,0.397,26.580999999999996,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,6,4,28,34,0,0,20,1,0,0,1,0,1,0,1,0,1,1,0,1,0
4437,2015-07-04 21:00:00,38,0,0.57,0.0,0.27,0.2,0.28,0.4,0.06,0.06,0.27,0.02,157,53,136,67,99,26,0,0.0,117,24,392,146,117.0,655.0,0.6,21.4,0.11,0.23,0.035,1.2,0.21,25.345,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,12,8,39,6,0,0,24,1,0,0,0,1,0,0,1,0,1,0,0,0,0
4438,2015-07-04 22:00:00,37,2,0.41,0.0,0.2,0.21,0.2,0.61,0.06,0.06,0.28,0.03,137,51,131,64,68,38,42,0.0,31,0,336,153,73.0,562.0,0.0,21.6,0.12,0.34,1.506,1.6,0.144,26.96,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,30,2,24,15,0,0,13,0,0,0,1,0,0,1,1,0,0,1,0,0,1
4439,2015-07-04 23:00:00,35,2,0.32,0.0,0.26,0.19,0.2,0.62,0.09,0.09,0.27,0.03,179,91,138,65,78,45,0,14.0,49,12,395,201,63.0,659.0,0.4,21.5,0.49,0.35,0.174,0.9,0.318,25.881999999999998,06:50:00,21:47:00,14:56:00,0.0,33.2,22.3,9.0,940.0,936.0,3,9,16,32,0,0,29,0,1,0,1,0,1,0,0,0,1,1,1,0,0
4440,2015-07-05 00:00:00,36,0,0.59,0.0,0.32,0.21,0.26,0.41,0.08,0.08,0.22,0.02,139,90,137,66,71,45,62,14.0,82,12,347,201,158.0,706.0,0.1,21.3,0.64,0.2,1.296,1.6,0.057,26.793,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,15,25,21,10,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
4441,2015-07-05 01:00:00,35,2,0.56,0.0,0.32,0.14,0.24,0.51,0.09,0.08,0.23,0.02,196,74,121,69,106,25,0,0.0,29,0,423,168,29.0,620.0,1.7,20.7,0.52,0.62,0.43,2.0,0.212,27.812,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,31,12,13,15,0,0,38,0,0,0,0,1,1,0,1,0,1,0,1,0,0
4442,2015-07-05 02:00:00,35,0,0.46,0.0,0.22,0.21,0.3,0.48,0.06,0.07,0.27,0.02,142,57,130,68,119,59,42,6.5,97,0,391,184,145.5,720.5,1.7,19.1,0.21,0.56,0.692,0.6,0.46,24.952,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,37,10,39,18,0,0,4,0,0,0,1,0,1,1,1,0,1,0,1,0,1
4443,2015-07-05 03:00:00,38,0,0.49,0.0,0.19,0.14,0.26,0.49,0.08,0.06,0.27,0.03,122,66,118,63,111,53,0,18.0,101,0,351,182,119.0,652.0,0.1,19.5,0.76,0.38,0.181,0.8,0.077,23.318000000000005,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,36,12,39,38,0,0,20,1,1,0,0,0,1,1,0,0,0,0,0,1,1
4444,2015-07-05 04:00:00,35,1,0.42,0.0,0.19,0.17,0.25,0.59,0.08,0.07,0.23,0.02,108,55,125,68,104,37,62,10.0,70,0,337,160,142.0,639.0,2.7,19.1,0.56,0.27,1.161,2.2,0.081,27.672,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,13,2,23,1,0,0,13,1,0,1,1,0,1,0,1,0,1,1,1,0,0
4445,2015-07-05 05:00:00,36,0,0.59,0.0,0.3,0.16,0.22,0.36,0.08,0.09,0.25,0.03,137,75,127,66,79,36,0,14.0,10,12,343,177,24.0,544.0,3.2,21.7,0.86,0.02,0.08,2.2,0.317,29.866999999999997,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,26,36,31,17,0,0,32,0,1,0,0,0,0,0,0,1,0,1,1,0,0
4446,2015-07-05 06:00:00,36,0,0.3,0.0,0.26,0.21,0.2,0.42,0.08,0.06,0.18,0.03,122,91,122,59,66,59,0,10.0,83,0,310,209,93.0,612.0,3.7,18.0,0.52,0.11,0.412,1.4,0.119,25.700999999999997,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,34,19,34,39,0,0,23,0,0,0,1,1,0,1,0,0,0,0,0,0,1
4447,2015-07-05 07:00:00,35,0,0.33,0.0,0.22,0.19,0.2,0.52,0.08,0.07,0.28,0.02,182,64,136,58,62,59,42,6.5,99,24,380,181,147.5,708.5,1.9,21.1,0.33,0.33,1.204,1.0,0.438,27.881999999999998,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,27,22,27,16,0,0,37,0,1,0,0,1,1,0,0,0,0,0,1,0,1
4448,2015-07-05 08:00:00,35,1,0.42,0.0,0.28,0.15,0.3,0.58,0.06,0.08,0.28,0.03,155,76,119,63,99,43,0,18.0,84,12,373,182,102.0,657.0,3.7,19.0,0.92,0.09,1.027,0.1,0.432,27.029000000000003,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,8,26,38,23,0,0,19,1,0,1,1,0,1,1,1,0,1,1,0,0,0
4449,2015-07-05 09:00:00,35,0,0.54,0.0,0.19,0.22,0.3,0.43,0.09,0.08,0.21,0.03,158,57,132,64,57,56,50,18.0,83,12,347,177,151.0,675.0,0.5,20.6,0.73,0.59,0.876,1.5,0.143,26.489000000000004,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,33,31,36,26,0,0,31,1,1,1,0,0,1,1,0,0,0,1,0,1,0
4450,2015-07-05 10:00:00,38,0,0.31,0.0,0.31,0.17,0.21,0.56,0.08,0.06,0.24,0.02,168,65,139,58,98,47,50,10.0,111,24,405,170,171.0,746.0,4.4,20.2,0.64,0.01,0.167,1.8,0.263,29.130000000000006,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,12,29,28,31,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
4451,2015-07-05 11:00:00,37,0,0.42,0.0,0.22,0.17,0.29,0.52,0.07,0.06,0.27,0.02,146,50,129,63,91,47,50,10.0,85,0,366,160,145.0,671.0,4.6,21.4,0.03,0.41,0.104,0.2,0.28,28.644,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,22,22,12,1,0,0,13,1,0,0,0,0,0,0,1,0,1,1,1,1,0
4452,2015-07-05 12:00:00,36,2,0.51,0.0,0.2,0.23,0.24,0.39,0.07,0.06,0.18,0.03,163,93,122,58,112,36,50,14.0,19,24,397,187,83.0,667.0,0.1,19.6,0.28,0.05,0.667,1.8,0.392,24.289000000000005,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,29,37,12,5,0,0,27,0,0,1,1,1,1,1,0,1,0,1,0,1,0
4453,2015-07-05 13:00:00,36,2,0.46,0.0,0.27,0.16,0.24,0.42,0.08,0.07,0.3,0.02,117,99,123,62,99,36,62,6.5,69,0,339,197,137.5,673.5,1.8,18.8,0.54,0.19,0.972,2.1,0.018,25.980000000000004,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,4,35,8,25,0,0,30,0,1,0,0,1,1,0,0,1,1,1,1,1,0
4454,2015-07-05 14:00:00,35,1,0.52,0.0,0.22,0.21,0.29,0.46,0.07,0.08,0.24,0.03,155,75,112,62,60,46,50,18.0,111,24,327,183,179.0,689.0,2.1,21.6,0.66,0.77,0.845,0.5,0.1,28.175,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,30,35,17,11,0,0,32,0,1,0,0,1,0,0,0,1,1,0,1,1,0
4455,2015-07-05 15:00:00,36,1,0.47,0.0,0.29,0.18,0.25,0.42,0.07,0.06,0.24,0.03,149,88,116,59,104,46,62,6.5,20,0,369,193,88.5,650.5,1.7,20.8,0.0,0.78,0.302,0.9,0.387,26.409,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,31,26,20,34,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1
4456,2015-07-05 16:00:00,38,2,0.36,0.0,0.32,0.17,0.23,0.49,0.08,0.09,0.25,0.03,126,70,135,63,109,37,62,14.0,32,24,370,170,108.0,648.0,2.5,19.9,0.59,0.77,0.742,0.8,0.205,27.166999999999998,06:51:00,21:47:00,14:55:00,0.0,33.7,21.3,6.84,941.5,938.0,17,29,23,14,0,0,22,0,0,0,1,0,0,0,1,0,0,1,1,0,0
